Age,Gender,EducationBackground,EmpDepartment,EmpJobRole,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,MaritalStatus_Married,MaritalStatus_Single,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely
0.595238095,1,5,5,18,0.094457924,3,4,0.678074536,3,2,4,0.353553391,1,0.479085608,1,0.597614305,3,3,0.801783726,0.730296743,0.755928946,0,1,0,0,1
0.142857143,1,5,3,13,1,1,2,0.89815809,3,1,1,0.353553391,0,0.171635226,2,0.46291005,2,4,0.377964473,0.25819889,0.377964473,0,0,0,0,1
0.738095238,1,6,3,16,0.375299763,4,3,0.09703208,3,3,2,0.612372436,0,0.252488331,2,0.597614305,3,3,0.707106781,0,0.707106781,0,0,0,0,1
0.428571429,1,6,4,17,0.739456971,4,3,0.778896777,4,1,4,0.707106781,0,0.550094769,4,0.377964473,2,3,0,0,0,0,1,0,1,0
0.261904762,0,3,3,13,0.375299763,3,2,0.169756957,3,1,3,0.612372436,1,0.171635226,1,0.597614305,2,3,0.707106781,0.683130051,0.707106781,1,0,0,0,1
0.404761905,1,6,4,17,0.865607495,2,2,0.352403655,2,2,3,0.612372436,1,0.171635226,1,0.534522484,1,3,0,0,0.267261242,1,1,0,0,1
0.619047619,1,6,3,16,0.2280416,2,3,0.909715384,4,5,1,0.353553391,0,0.252488331,4,0.963624112,4,2,0.801783726,0.966091783,0.963624112,0,0,0,0,1
0.404761905,1,6,4,0,0.416957447,1,4,0.11558711,4,1,4,0.353553391,0,0.619157361,4,0.188982237,2,3,0,0,0.267261242,0,1,0,0,1
0.142857143,0,6,4,12,0.375299763,3,1,0.428713159,3,1,3,0.353553391,1,0.405955372,4,0.46291005,4,3,0.46291005,0.25819889,0.377964473,1,1,0,1,0
0.857142857,0,5,1,10,0.841568315,5,2,0.89815809,3,4,3,0.612372436,0,1,3,0.597614305,6,3,0.755928946,0.516397779,0.707106781,0,1,0,0,1
0.285714286,1,6,4,17,0.094457924,3,3,0.988917062,2,2,4,0.353553391,0,0.619157361,1,0.626783171,3,3,0.845154255,0.816496581,0.755928946,0,1,0,0,1
0.285714286,1,5,3,13,0,2,4,0.716500981,3,1,2,0.353553391,0,0.171635226,3,0.654653671,6,2,0.755928946,0.25819889,0.707106781,0,1,0,0,1
0.285714286,0,6,5,18,0.28187492,3,2,0.204719178,3,3,4,0.5,0,0.087607815,3,0.654653671,2,3,0.801783726,0.683130051,0.534522484,0,1,0,0,1
0.285714286,0,5,4,17,0.094457924,3,3,0.383365787,2,2,4,0.790569415,1,0.939989306,2,0.654653671,4,2,0,0,0,0,0,1,0,1
0.404761905,1,5,3,4,0.528286824,4,4,0.238838564,3,1,3,0.935414347,1,0,3,0.422577127,3,3,0.377964473,0.365148372,0.377964473,0,1,0,0,1
0.476190476,1,4,5,14,0.456083201,3,2,0.977778007,2,1,2,0,0,0.619157361,4,0.327326835,3,3,0.377964473,0.25819889,0.377964473,0,1,0,0,1
0.142857143,1,6,4,3,0.739456971,1,2,0.383365787,3,1,3,0,0,0.087607815,3,0.46291005,2,3,0.46291005,0.25819889,0.377964473,0,1,0,0,1
0.523809524,0,6,3,6,0.561917676,3,2,0.304775099,3,2,1,0.5,0,0.087607815,2,0.731925055,3,3,0.534522484,0.683130051,0.707106781,0,0,0,0,1
0.952380952,0,5,3,7,0.375299763,4,3,0.398623532,2,3,1,0.935414347,1,0.252488331,4,0.597614305,0,2,0.801783726,0.577350269,0.801783726,1,1,0,0,1
0.738095238,1,6,4,8,0.739456971,4,4,0.909715384,3,2,4,0.353553391,1,0.330501811,1,0.5,0,3,0.707106781,0.25819889,0.707106781,0,0,0,0,0
0.142857143,0,6,3,13,0.712198005,2,4,0.966581973,3,1,2,0.353553391,0,0.171635226,1,0.188982237,3,1,0,0,0,1,1,0,0,1
0.571428571,0,5,3,13,0.456083201,2,1,0.690969613,3,1,4,0.353553391,0,0.171635226,3,0.654653671,3,3,0.801783726,0.577350269,0.755928946,0,0,1,1,0
0.023809524,1,3,2,9,0.094457924,2,1,0.383365787,2,1,4,0.353553391,0,0.087607815,3,0.188982237,3,4,0,0,0,1,0,1,0,1
0.214285714,1,6,5,18,0.094457924,1,4,0.238838564,1,2,4,0.612372436,0,0.6864252,2,0.534522484,3,3,0.377964473,0,0,0,0,1,1,0
0.285714286,1,3,3,15,0.375299763,3,3,0.557793555,3,1,3,0.353553391,0,0.171635226,2,0.188982237,2,2,0,0,0,0,0,0,0,0
0.952380952,0,6,5,11,0.816976295,3,4,0.665090831,3,4,4,0.707106781,1,0.171635226,3,0.597614305,2,2,0,0,0,0,1,0,0,1
0.428571429,0,5,1,10,0,4,4,0.059109088,2,2,3,0,0,0.330501811,3,0.377964473,6,3,0.377964473,0.25819889,0.377964473,0,1,0,0,0
0.476190476,1,6,5,18,0.625211938,3,3,0.766575117,3,2,2,0,0,0,4,0.597614305,3,3,0.755928946,0.683130051,0.707106781,0,1,0,0,1
0.5,1,6,4,12,0,1,2,0.383365787,3,5,3,0.353553391,1,0.252488331,3,0.866025404,3,3,0.755928946,0.25819889,0.654653671,0,0,0,1,0
0.357142857,0,6,5,14,0.416957447,1,2,0.863099854,2,1,4,0,0,0.619157361,4,0.327326835,2,2,0.377964473,0.365148372,0.377964473,0,0,1,0,0
0.166666667,0,6,5,18,0.2280416,2,2,0.988917062,2,2,4,0.353553391,1,0,2,0.422577127,3,3,0.534522484,0.25819889,0.46291005,0,0,1,0,1
0.880952381,1,6,3,16,0.2280416,4,4,0,3,2,3,0,1,0.405955372,2,0.377964473,2,3,0.377964473,0.25819889,0.377964473,0,1,0,0,1
0.095238095,0,6,4,17,0.166938038,1,2,0.078210029,3,2,3,0,1,0.619157361,1,0.377964473,3,4,0.377964473,0,0.377964473,1,1,0,0,1
0.785714286,1,4,5,18,0.094457924,3,2,0.383365787,3,3,2,0.5,0,0,2,0.707106781,5,3,0.377964473,0.447213595,0.377964473,0,1,0,1,0
0.571428571,1,5,3,13,1,3,2,0.443552786,1,2,4,0.707106781,0,0.619157361,1,0.755928946,3,3,0,0,0,0,0,1,0,1
0.857142857,0,5,3,7,0.493089258,3,3,0.729140678,3,2,1,0.866025404,1,0.619157361,4,0.56694671,3,3,0.377964473,0.25819889,0.534522484,0,0,1,0,1
0.214285714,0,6,3,16,0.28187492,2,4,0.398623532,3,1,4,0,1,0.252488331,3,0.46291005,3,2,0.534522484,0,0.377964473,0,0,1,1,0
0.833333333,0,5,3,7,0,4,1,0.501625972,2,4,3,0.707106781,1,0.6864252,4,0.981980506,2,2,0.377964473,0,0.377964473,0,1,0,0,0
0.404761905,1,6,1,10,0.978641125,3,2,0.28856279,4,2,3,0.353553391,0,0.479085608,4,0.597614305,3,2,0.801783726,0.632455532,0.755928946,0,1,0,0,1
0.357142857,1,6,3,16,0.375299763,2,4,0.11558711,3,2,3,0.353553391,0,0.6864252,3,0.56694671,2,3,0.707106781,0.365148372,0.755928946,0,0,0,1,0
0.404761905,1,2,3,13,0.2280416,4,4,0.304775099,2,1,4,0.353553391,0,0.171635226,2,0.267261242,2,4,0.377964473,0.365148372,0.377964473,0,1,0,1,0
0.261904762,1,5,3,16,0.166938038,1,2,0.851281341,3,1,1,0.353553391,1,0.550094769,4,0.597614305,3,3,0.801783726,0.25819889,0.597614305,0,0,1,0,1
0.380952381,1,6,5,18,0.2280416,3,3,0.557793555,3,3,4,0.5,1,0.171635226,4,0.56694671,3,3,0.46291005,0.25819889,0,0,1,0,0,1
0.30952381,0,6,5,18,0.094457924,4,4,0.458260498,3,3,3,0.353553391,1,0.619157361,1,0.597614305,5,2,0.755928946,0.774596669,0.654653671,0,0,0,0,0
0.19047619,1,2,3,16,0.33054396,3,3,0.515839147,4,1,4,0,0,0.550094769,1,0.534522484,3,3,0.707106781,0.683130051,0.707106781,0,1,0,1,0
0.619047619,0,6,3,6,0.094457924,3,3,0.955328077,4,3,4,0.353553391,1,0.619157361,2,0.56694671,2,3,0.707106781,0.632455532,0.707106781,0,1,0,0,1
0.357142857,1,6,3,13,0.978641125,4,2,0.754176203,3,2,3,0.353553391,1,0.087607815,2,0.731925055,3,3,1,0.577350269,0.707106781,0,1,0,0,1
0.642857143,0,6,5,11,0.528286824,2,4,0.886537118,3,4,4,0.612372436,0,0.171635226,2,0.963624112,4,4,0.46291005,0.25819889,0.267261242,0,1,0,0,1
0.833333333,1,5,5,11,0.094457924,2,3,0.272173282,3,4,3,0.866025404,0,0.171635226,3,0.88640526,3,4,0.963624112,1,0.377964473,0,0,0,0,1
0.761904762,1,5,2,11,0.166938038,3,1,0.988917062,3,5,2,0.353553391,0,0,3,0.597614305,2,3,0.597614305,0.816496581,0.707106781,0,1,0,1,0
0.571428571,1,6,3,15,0.865607495,2,4,0.133886172,2,2,3,0.353553391,0,0.087607815,4,0.845154255,2,3,0.801783726,0.447213595,0.707106781,0,0,1,0,0
0.380952381,1,5,3,15,0.094457924,4,4,0.966581973,4,1,4,0,1,0.252488331,1,0.46291005,3,3,0,0.25819889,0.377964473,0,1,0,0,1
0.452380952,1,4,5,18,0.684124801,4,4,0.585218846,2,2,3,0.707106781,0,0.619157361,4,0.56694671,2,3,0,0,0,0,0,0,0,1
0.976190476,0,5,4,12,0.166938038,3,3,0.778896777,4,1,1,0.707106781,1,0.6864252,1,0.654653671,3,2,0,0,0,0,1,0,0,1
0.095238095,1,3,4,17,0.094457924,1,3,1,3,1,4,0,0,0.252488331,3,0.327326835,2,3,0.267261242,0.365148372,0.267261242,0,1,0,0,1
0.5,1,5,3,6,0.33054396,1,4,0.221880428,2,3,1,0.707106781,0,0.330501811,1,0.56694671,5,3,0.707106781,0.25819889,0.707106781,0,1,0,0,1
0.119047619,1,5,4,17,0.493089258,1,1,0.754176203,4,1,3,0.353553391,0,0.550094769,4,0.267261242,3,3,0.377964473,0,0.377964473,0,0,1,0,1
0.476190476,0,5,1,10,0.2280416,2,4,0.851281341,3,1,3,0.935414347,0,0.619157361,4,0.5,5,2,0,0,0,0,1,0,0,1
0.714285714,1,6,3,6,0.33054396,3,1,0.966581973,2,2,3,0.5,0,0.171635226,4,0.823754471,0,3,0.377964473,0.365148372,0.377964473,0,0,1,0,1
0.380952381,0,6,5,18,0.456083201,1,2,0.638850055,3,2,3,0.353553391,0,0.6864252,1,0.46291005,3,2,0.597614305,0.25819889,0.46291005,0,1,0,0,1
0.642857143,0,4,5,11,0.094457924,3,1,0.932643051,1,5,2,0.5,1,0.405955372,1,0.963624112,2,3,0.845154255,0.25819889,0.88640526,1,0,1,0,1
0.119047619,1,6,3,13,0.791791439,1,1,0.966581973,3,2,3,0,0,0.252488331,2,0.422577127,2,3,0.46291005,0.25819889,0.377964473,0,0,1,0,1
0.404761905,1,6,3,15,0.2280416,4,3,0.851281341,3,2,3,0.353553391,1,0,2,0.56694671,3,3,0.654653671,0.25819889,0.267261242,0,0,1,1,0
0.666666667,0,6,2,9,0,2,4,0.255600633,3,1,1,0.866025404,0,0.087607815,3,0.597614305,3,4,0.654653671,0.577350269,0.707106781,0,0,1,0,1
0.333333333,0,2,3,13,0.594174082,3,3,0.729140678,2,1,2,0.353553391,0,0.6864252,3,0.267261242,2,3,0.377964473,0.365148372,0.377964473,0,1,0,1,0
0.452380952,1,2,4,17,0.528286824,3,2,0.304775099,3,3,4,0.353553391,1,0.252488331,3,0.597614305,1,3,0.755928946,0,0.707106781,0,0,0,1,0
0.595238095,0,6,4,17,0,3,4,0.059109088,3,2,4,0.707106781,0,0.171635226,2,0.654653671,2,2,0.377964473,0.365148372,0.377964473,0,1,0,1,0
0.285714286,1,6,5,18,0,3,2,0.557793555,2,2,1,0.353553391,0,0,4,0.597614305,4,3,0.755928946,0.632455532,0.707106781,1,1,0,0,1
0.5,1,5,4,17,0.375299763,2,3,0.413738002,2,5,4,0.353553391,0,0.330501811,1,0.866025404,2,3,0.801783726,0.930949336,0.46291005,0,1,0,1,0
0.476190476,0,6,4,8,0.456083201,2,3,0.70377785,3,1,4,0.353553391,0,0.087607815,3,0.267261242,3,3,0.377964473,0.365148372,0.267261242,0,0,1,0,1
0.261904762,1,2,3,15,0.594174082,2,4,0.28856279,2,2,2,0.707106781,1,0.171635226,1,0.597614305,2,3,0.46291005,0,0.46291005,0,1,0,0,1
0.285714286,0,4,5,18,0.934746969,4,3,0.383365787,2,2,1,0.790569415,0,0.330501811,3,0.56694671,5,2,0.46291005,0,0.267261242,1,0,1,1,0
0.547619048,0,4,5,18,0.2280416,1,3,0.778896777,3,3,3,0,1,0.171635226,4,0.906326967,3,4,1,0.930949336,0.597614305,0,0,0,0,1
0.452380952,1,6,4,17,0.76596869,2,2,0.678074536,3,1,2,0.707106781,0,0.752031334,1,0.534522484,1,3,0,0,0,0,1,0,0,1
0.761904762,1,4,5,18,0.978641125,3,4,0.169756957,2,3,1,0.707106781,1,0.171635226,2,0.845154255,3,3,0.377964473,0.365148372,0,1,0,0,0,1
0.380952381,1,4,5,18,0,3,1,0.039716479,3,3,4,0.353553391,0,0.752031334,1,0.707106781,3,2,0.755928946,0.365148372,0.267261242,0,0,1,0,1
0.880952381,1,5,5,18,0.094457924,1,3,0.133886172,3,2,4,0.707106781,0,0.405955372,3,0.654653671,3,2,0.707106781,0.683130051,0.46291005,1,0,1,0,1
0.428571429,0,6,4,17,0.28187492,4,2,0.79114261,2,1,1,0.5,1,0.252488331,4,0.46291005,3,4,0.267261242,0,0,0,1,0,0,1
0.380952381,0,4,5,18,0.978641125,3,4,0.944015414,2,2,3,0.353553391,0,0.752031334,4,0.534522484,2,3,0.707106781,0.25819889,0.707106781,0,1,0,0,1
0.333333333,1,6,5,18,0,2,1,0.078210029,1,2,2,0.866025404,0,0.330501811,2,0.597614305,2,3,0,0,0,1,0,1,0,1
0.452380952,0,6,4,1,0.625211938,3,4,0.944015414,3,1,1,0.353553391,0,0.087607815,3,0.801783726,2,2,0.707106781,0.894427191,0.46291005,0,0,0,0,1
0.166666667,1,5,4,17,0.166938038,3,1,0.89815809,3,1,1,0.790569415,0,0.171635226,3,0.46291005,5,3,0.377964473,0,0.377964473,1,1,0,0,1
0.714285714,1,6,3,4,0,3,4,0.716500981,2,5,4,0.866025404,0,0.087607815,3,0.944911183,3,4,0,0,0,0,0,1,0,1
0.142857143,1,5,3,13,0.889129521,3,4,0.336690332,3,1,2,1,0,0.816093145,4,0.46291005,2,3,0.46291005,0.25819889,0.377964473,0,0,1,0,1
0.761904762,0,5,5,11,0,4,4,0.612231656,3,5,4,0.612372436,0,0,3,0.597614305,3,2,0,0,0.654653671,0,0,0,0,1
0.30952381,1,0,2,9,0.094457924,3,1,0.52993629,2,2,1,0.612372436,0,0.087607815,4,0.56694671,1,3,0.377964473,0.25819889,0,0,1,0,0,1
0.785714286,1,6,5,11,0.456083201,3,4,0.803313998,3,5,2,0.707106781,1,0.939989306,1,0.597614305,5,2,0.845154255,0.856348839,0.845154255,0,0,0,1,0
0.595238095,1,6,1,10,0.65515972,2,3,0.571558944,2,4,3,0.353553391,0,0.939989306,1,0.707106781,3,3,0.845154255,0.632455532,0.88640526,0,1,0,0,1
0.714285714,1,5,3,16,0,4,1,0.09703208,4,4,4,0.5,0,0.816093145,3,0.981980506,3,2,0.534522484,0.365148372,0.267261242,0,0,1,0,0
0.952380952,0,5,3,16,0,3,4,0.716500981,3,5,1,0.612372436,1,0.752031334,3,0.597614305,3,3,0.755928946,0.25819889,0.597614305,0,1,0,0,1
0.404761905,1,4,5,18,0.528286824,2,4,0.413738002,3,2,4,0.353553391,0,0,4,0.422577127,3,3,0.377964473,0,0.377964473,0,0,0,1,0
0.357142857,0,6,4,17,0,2,1,0.977778007,3,3,4,0.353553391,1,0.087607815,3,0.731925055,1,3,1,0.730296743,0.9258201,0,0,1,1,0
0.261904762,1,6,1,10,0.094457924,1,1,0.851281341,3,2,4,0.353553391,0,0.619157361,4,0.46291005,0,4,0.534522484,0.25819889,0.46291005,0,0,0,1,0
0.523809524,0,4,5,18,0.094457924,2,2,0.909715384,3,2,2,0.612372436,0,0.252488331,3,0.731925055,4,3,0.755928946,0.577350269,0.845154255,0,1,0,0,1
0.119047619,1,6,3,15,0,2,4,0.304775099,3,1,3,0.353553391,0,0.816093145,4,0.188982237,2,3,0,0,0.267261242,0,1,0,0,1
0.19047619,0,6,4,12,0.865607495,3,1,0.886537118,3,1,4,0.353553391,0,0.816093145,2,0.327326835,3,1,0.377964473,0,0.377964473,0,0,0,0,1
0.30952381,0,5,4,17,0.375299763,2,2,0.020018418,3,2,1,0.353553391,0,0.087607815,2,0.681385144,5,1,0.845154255,0.447213595,0.9258201,0,1,0,0,1
0.404761905,1,5,4,17,0.684124801,3,1,0.815412282,4,1,2,0,0,0.171635226,3,0.46291005,5,3,0.534522484,0,0.46291005,0,1,0,0,1
0.833333333,0,5,4,8,0.594174082,2,4,0.458260498,4,2,1,0.353553391,0,0,3,0.422577127,3,3,0.377964473,0.25819889,0.46291005,0,0,0,0,1
0.5,0,6,4,17,0.416957447,1,3,0.320815835,3,1,3,0.353553391,0,0,1,0.534522484,3,3,0.46291005,0,0.707106781,0,1,0,1,0
0.404761905,1,3,2,9,0.416957447,4,3,1,3,1,3,0.353553391,0,0.479085608,2,0.46291005,2,1,0.534522484,0.25819889,0.534522484,0,0,1,0,1
0.30952381,1,5,3,7,0.28187492,3,2,0.690969613,3,2,1,0,0,0.619157361,2,0.597614305,2,3,0.534522484,0.25819889,0.707106781,0,0,1,0,0
0.595238095,1,6,2,9,0.094457924,3,2,0.966581973,3,1,4,0,0,0.171635226,2,0.597614305,5,3,0.707106781,0.25819889,0.755928946,0,0,1,0,1
0.214285714,1,5,4,17,0.166938038,3,4,0.352403655,3,1,4,0.353553391,0,0,3,0,6,2,0,0,0,0,1,0,0,0
0.833333333,1,4,5,18,0.416957447,3,1,0.678074536,3,4,4,0.790569415,0,0.252488331,3,1,3,3,0,0.365148372,0.377964473,0,1,0,0,1
0.19047619,1,5,1,10,0.375299763,3,4,0.716500981,3,1,4,0.353553391,0,0.6864252,3,0.5,5,3,0.707106781,0.577350269,0.707106781,0,0,1,0,0
0.80952381,1,5,4,17,0.76596869,4,4,0.204719178,3,1,4,0,0,0.550094769,1,0.422577127,3,3,0.46291005,0.25819889,0.377964473,0,1,0,0,0
0.428571429,0,6,4,17,0.166938038,2,1,0.169756957,3,1,4,0.790569415,0,0.816093145,1,0.5,2,3,0,0,0,0,0,0,0,1
0.261904762,0,4,5,14,0.456083201,3,2,0.383365787,1,1,2,0.353553391,0,0.171635226,3,0.267261242,3,3,0.377964473,0.365148372,0.377964473,1,0,1,0,1
0.523809524,1,6,3,13,0.456083201,4,4,0.839394709,3,1,1,0.612372436,0,0.252488331,2,0.731925055,3,1,0.534522484,0.25819889,0,1,0,1,0,1
0.666666667,0,6,5,11,0.166938038,3,3,0.367960614,3,4,2,1,0,0.087607815,4,0.906326967,2,4,0.9258201,0.577350269,0.267261242,0,1,0,0,1
0.404761905,1,6,3,7,0.094457924,3,3,0.255600633,2,3,2,0.5,0,0.550094769,2,0.731925055,2,4,0.707106781,0.632455532,0.534522484,0,0,0,0,1
0.238095238,1,3,3,2,0.889129521,2,2,0.665090831,2,3,1,0.353553391,0,0.087607815,1,0.597614305,2,2,0.707106781,0.25819889,0.801783726,1,0,1,0,0
0.642857143,0,6,2,9,0.2280416,3,3,0.443552786,1,3,3,0.707106781,0,0.752031334,3,0.56694671,2,4,0,0,0.46291005,0,1,0,0,1
0.261904762,1,6,4,3,0.094457924,3,3,0.716500981,3,1,2,0,0,0.878714813,4,0.46291005,3,3,0.534522484,0,0.534522484,0,1,0,0,1
0.476190476,0,5,3,13,0.094457924,2,3,0.70377785,2,1,2,0.707106781,0,0.252488331,2,0.56694671,4,2,0.267261242,0,0.597614305,0,1,0,1,0
0.30952381,0,6,5,14,0.094457924,3,3,0.886537118,2,1,4,0.935414347,0,0.252488331,3,0.327326835,3,4,0,0,0,1,0,1,1,0
0.404761905,0,5,4,3,0.865607495,4,3,0,3,1,1,0.612372436,1,0.330501811,3,0.377964473,3,3,0.377964473,0.365148372,0.377964473,0,1,0,0,1
0.833333333,0,4,5,18,0.375299763,2,1,0.741698563,2,3,4,0.935414347,1,0.550094769,4,0.597614305,3,3,0.377964473,0,0.534522484,0,1,0,0,1
0.571428571,1,5,4,12,0.094457924,1,2,0.09703208,3,1,4,0.790569415,1,0.252488331,4,0.534522484,2,3,0.267261242,0.365148372,0.377964473,0,0,1,1,0
0.428571429,1,6,1,10,0.934746969,4,1,0.766575117,3,2,3,0.866025404,0,0.252488331,2,0.597614305,2,2,0.377964473,0,0.377964473,0,1,0,0,1
0.095238095,1,6,4,12,0,2,4,0.059109088,2,2,4,0.866025404,0,0.816093145,1,0.377964473,2,1,0.377964473,0.365148372,0.377964473,0,1,0,0,1
0.523809524,1,5,5,18,0.456083201,2,1,0.304775099,3,2,1,0,0,0.087607815,4,0.56694671,5,4,0.534522484,0.683130051,0.267261242,0,1,0,0,1
0.404761905,1,4,5,18,0,3,2,0.827438764,3,2,3,0.5,0,0,3,0.731925055,2,3,0.801783726,0.632455532,0.801783726,0,1,0,0,1
0.380952381,1,3,5,18,0.416957447,2,2,0.909715384,4,2,3,0.353553391,0,0.752031334,3,0.597614305,5,3,0.755928946,0.516397779,0.755928946,0,1,0,0,1
0.404761905,1,6,4,12,0.33054396,4,2,0.79114261,1,2,4,0.353553391,0,0.171635226,2,0.779193722,3,3,0.88640526,0.856348839,0.755928946,0,0,1,0,1
0.428571429,0,6,4,17,0.094457924,3,4,0.955328077,3,1,3,0.707106781,0,0.171635226,2,0.46291005,3,3,0.377964473,0.365148372,0.377964473,0,1,0,0,1
0.119047619,1,4,5,14,0.456083201,3,4,0.059109088,3,1,1,0.353553391,0,0.619157361,1,0.188982237,3,2,0,0.25819889,0,1,1,0,1,0
0.238095238,1,6,3,16,0,3,1,0.665090831,2,1,3,0.353553391,0,0.252488331,4,0.188982237,2,1,0,0,0,0,0,0,0,1
0.428571429,0,6,5,14,0.094457924,4,3,0.367960614,3,2,4,0.612372436,0,0.330501811,3,0.779193722,2,2,0.707106781,0.632455532,0.707106781,0,0,1,0,1
0.19047619,1,3,4,17,0.166938038,1,3,0.678074536,3,1,1,0,0,0.816093145,3,0.5,2,3,0.534522484,0,0.534522484,1,0,1,1,0
0.428571429,1,5,5,18,0.166938038,4,1,0.320815835,2,3,4,0.707106781,0,0,1,0.755928946,2,3,0.801783726,0.25819889,0.9258201,0,1,0,1,0
0.166666667,1,5,3,13,0.76596869,1,4,0.59877565,3,1,4,0.612372436,0,0,3,0.5,6,2,0.377964473,0.25819889,0.377964473,0,1,0,0,1
0.857142857,0,6,5,18,0.094457924,4,3,0.204719178,2,3,3,0.866025404,0,0,2,0.681385144,4,3,0.534522484,0.683130051,0,0,1,0,0,1
0.428571429,1,6,5,14,0.094457924,4,3,0.638850055,3,1,4,0.612372436,1,0.752031334,4,0.5,3,2,0.377964473,0.25819889,0.377964473,0,0,1,0,1
0.595238095,1,3,3,15,0.712198005,3,3,0.151939576,2,1,3,0.5,1,0.405955372,4,0.46291005,4,3,0,0,0,1,1,0,1,0
0.214285714,1,6,4,17,0.493089258,2,4,0.039716479,3,3,1,0.353553391,0,0.752031334,3,0.56694671,4,2,0.707106781,0.25819889,0.707106781,0,0,0,1,0
0.666666667,0,4,5,11,0.2280416,2,4,0.059109088,2,5,2,0.5,0,0.252488331,3,0.963624112,2,3,0.534522484,0,0.755928946,0,1,0,0,1
0.904761905,1,6,3,16,0.889129521,2,1,0.966581973,3,1,4,0.353553391,0,0.405955372,4,0.422577127,3,3,0.377964473,0.25819889,0,1,0,1,0,1
0.523809524,1,2,3,13,0.456083201,4,3,0.778896777,3,2,3,0.612372436,0,0,3,0.626783171,2,4,0.707106781,0,0.707106781,0,0,0,0,0
0.214285714,0,5,5,18,0.166938038,1,4,0.652016643,4,2,4,0.353553391,1,0.6864252,2,0.46291005,3,3,0.597614305,0,0.534522484,0,0,0,1,0
0.523809524,1,5,5,18,0,2,2,0.458260498,1,2,4,0.5,1,0.816093145,3,0.46291005,2,2,0.46291005,0,0.377964473,0,1,0,0,1
0.452380952,1,5,4,1,0.33054396,3,3,0.367960614,4,2,1,0.707106781,1,0.171635226,1,0.681385144,2,3,0.707106781,0.632455532,0.707106781,0,0,0,0,1
0.619047619,1,6,4,17,0.456083201,2,2,0.515839147,3,1,1,0.353553391,1,0.171635226,4,0.534522484,0,3,0.707106781,0.683130051,0.267261242,0,1,0,0,1
