,Age,Gender,EducationBackground,EmpDepartment,EmpJobRole,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating,MaritalStatus_Married,MaritalStatus_Single,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely
27,0.16666666666666669,0,5,5,18,0.9347469693553657,1,3,0.03971647877237916,3,2,4,0.35355339059327373,0,0.8787148132409615,2,0.46291004988627565,5,2,0.5976143046671969,0.2581988897471611,0.5345224838248488,0,4,0,1,0,1
28,0.6428571428571428,1,3,5,14,0.09445792361080355,2,2,0.28856279032499277,1,2,3,0.0,0,0.17163522633173867,1,0.5669467095138407,3,3,0.7071067811865476,0.44721359549995787,0.2672612419124244,0,3,0,1,0,1
29,0.11904761904761901,1,5,4,17,0.4930892578200099,1,1,0.7541762028741659,4,1,3,0.35355339059327373,0,0.5500947688064077,4,0.2672612419124244,3,3,0.37796447300922725,0.0,0.37796447300922725,0,3,0,1,0,1
30,0.6904761904761905,0,6,5,18,0.956897313387092,2,2,0.7291406783742327,4,2,3,0.7071067811865475,1,0.08760781549913044,4,0.5345224838248488,2,3,0.5345224838248488,0.2581988897471611,0.4629100498862757,1,3,0,1,1,0
31,0.380952380952381,1,2,5,18,0.09445792361080355,3,4,0.5016259720689227,3,2,4,0.35355339059327373,0,0.8160931452460141,3,0.46291004988627565,5,3,0.5976143046671969,0.2581988897471611,0.5345224838248488,0,4,0,1,0,1
32,0.42857142857142855,1,6,5,18,0.41695744747641084,4,1,0.7165009809364309,2,3,1,0.35355339059327373,0,0.33050181128037237,2,0.5976143046671968,1,3,0.7071067811865476,0.0,0.8017837257372732,0,3,0,1,0,0
33,0.8095238095238095,1,5,4,17,0.7659686901791849,4,4,0.20471917796160333,3,1,4,0.0,0,0.5500947688064077,1,0.4225771273642583,3,3,0.4629100498862757,0.2581988897471611,0.37796447300922725,0,3,1,0,0,0
34,0.19047619047619052,0,6,4,17,0.0,2,1,0.6520166431157757,1,1,4,0.6123724356957945,0,0.2524883305773973,1,0.4225771273642583,2,3,0.37796447300922725,0.3651483716701107,0.0,0,3,0,0,1,0
35,0.2619047619047619,0,5,4,17,0.956897313387092,3,2,0.5852188459773855,3,2,3,0.7071067811865475,0,0.08760781549913044,1,0.6267831705280087,3,2,0.7071067811865476,0.2581988897471611,0.2672612419124244,0,3,1,0,0,1
36,0.19047619047619052,1,3,5,18,0.41695744747641084,3,4,0.15193957587773443,2,2,1,0.8660254037844385,0,0.4790856076777603,3,0.46291004988627565,2,2,0.4629100498862757,0.2581988897471611,0.37796447300922725,1,3,0,1,0,1
37,0.380952380952381,0,6,4,17,0.0,4,2,0.6650908306622583,4,1,4,0.5,0,0.40595537211747135,3,0.5976143046671968,2,3,0.37796447300922725,0.2581988897471611,0.4629100498862757,0,3,0,1,0,1
38,0.857142857142857,0,5,4,17,0.7659686901791849,4,4,0.9440154136818513,3,2,1,0.5,1,0.0,2,0.5669467095138407,4,3,0.4629100498862757,0.2581988897471611,0.5345224838248488,0,3,0,0,0,1
39,0.21428571428571425,1,4,5,18,0.41695744747641084,1,3,0.8154122820092105,3,2,4,0.0,0,0.6191573614805235,2,0.4225771273642583,3,3,0.37796447300922725,0.2581988897471611,0.2672612419124244,0,3,1,0,1,0
40,0.4523809523809524,0,6,4,17,0.4930892578200099,1,4,0.7911426100200933,3,1,1,0.0,1,0.17163522633173867,2,0.46291004988627565,3,2,0.4629100498862757,0.5163977794943222,0.4629100498862757,0,3,0,0,0,1
41,0.4761904761904761,0,6,4,17,0.09445792361080355,4,1,0.7037778504350423,4,2,1,0.8660254037844385,1,0.08760781549913044,4,0.7791937224739796,2,3,0.7071067811865476,0.5163977794943222,0.9258200997725514,0,3,0,1,1,0
42,0.380952380952381,0,5,4,17,0.09445792361080355,4,3,0.839394708589166,2,1,1,0.35355339059327373,0,0.0,3,0.46291004988627565,3,3,0.5976143046671969,0.2581988897471611,0.4629100498862757,0,3,0,1,0,1
43,0.4047619047619047,0,6,5,14,0.41695744747641084,4,1,0.6650908306622583,3,1,4,0.35355339059327373,0,0.40595537211747135,2,0.32732683535398854,1,2,0.37796447300922725,0.0,0.37796447300922725,0,3,1,0,0,1
44,0.5238095238095237,0,5,4,17,0.09445792361080355,2,3,0.15193957587773443,4,2,2,0.35355339059327373,0,0.9399893060947642,4,0.5345224838248488,2,3,0.7071067811865476,0.44721359549995787,0.7071067811865476,0,4,1,0,1,0
45,0.380952380952381,0,6,5,18,0.41695744747641084,2,3,0.9212100349198566,3,2,1,0.7905694150420948,0,0.4790856076777603,2,0.46291004988627565,1,3,0.37796447300922725,0.2581988897471611,0.37796447300922725,0,3,1,0,0,1
46,0.14285714285714285,1,6,4,12,0.4560832005096075,3,3,0.5016259720689227,2,1,2,0.35355339059327373,0,0.0,3,0.1889822365046136,4,3,0.0,0.0,0.0,0,3,0,0,0,0
47,0.8095238095238095,0,6,4,12,0.5282868243825946,4,4,0.7911426100200933,3,2,3,1.0,0,0.6864251998151587,2,0.5669467095138407,3,3,0.37796447300922725,0.2581988897471611,0.5345224838248488,0,4,1,0,0,1
48,0.7619047619047619,1,5,4,17,0.09445792361080355,3,3,0.557793554998524,3,4,3,0.7905694150420948,0,0.40595537211747135,4,0.5976143046671968,3,3,0.4629100498862757,0.0,0.4629100498862757,0,3,1,0,0,1
49,0.2619047619047619,0,6,4,17,0.0,2,2,0.11558710999704802,2,1,1,0.35355339059327373,1,0.0,4,0.1889822365046136,1,3,0.0,0.0,0.0,1,3,1,0,0,1
50,0.35714285714285715,1,5,4,17,0.3752997625966106,3,3,0.3366903324977859,3,3,3,0.0,0,0.0,4,0.7071067811865475,3,4,0.8017837257372732,0.44721359549995787,0.7071067811865476,0,3,1,0,0,1
51,0.35714285714285715,0,4,5,18,0.6841248007644112,3,1,0.6255890791853349,3,2,1,0.7905694150420948,0,0.33050181128037237,3,0.46291004988627565,3,3,0.37796447300922725,0.0,0.37796447300922725,1,3,0,1,0,1
52,0.6904761904761905,0,2,4,17,0.09445792361080355,2,3,0.05910908799954595,3,4,4,0.35355339059327373,1,0.0,3,0.9636241116594314,3,2,1.0,0.44721359549995787,0.0,0,3,1,0,0,1
53,0.42857142857142855,0,2,4,17,0.0,3,3,0.09703207960741222,3,2,2,0.0,0,0.33050181128037237,1,0.5976143046671968,2,3,0.7071067811865476,0.0,0.5976143046671969,0,3,1,0,0,1
54,0.2619047619047619,1,6,4,12,0.8656074948738618,2,3,0.7788967774992621,4,1,3,0.35355339059327373,0,0.9399893060947642,3,0.5976143046671968,3,3,0.7071067811865476,0.0,0.7071067811865476,0,4,1,0,0,1
55,0.4047619047619047,0,6,4,12,0.0,4,4,0.1873473372032648,4,1,3,0.6123724356957945,0,0.17163522633173867,3,0.5,0,3,0.37796447300922725,0.3651483716701107,0.37796447300922725,0,3,0,1,0,1
56,0.5714285714285714,0,6,4,17,0.0,2,4,0.23883856406627624,2,2,4,0.5,1,0.17163522633173867,4,0.5345224838248488,4,3,0.4629100498862757,0.0,0.37796447300922725,0,3,1,0,0,1
57,0.23809523809523808,1,5,4,17,0.09445792361080355,4,3,0.28856279032499277,3,1,3,0.8660254037844385,0,0.4790856076777603,4,0.4225771273642583,3,2,0.37796447300922725,0.3651483716701107,0.2672612419124244,1,3,0,1,0,1
58,0.42857142857142855,1,0,2,9,0.594174082402753,3,3,0.11558710999704802,3,1,2,0.7071067811865475,0,0.17163522633173867,2,0.5345224838248488,2,3,0.37796447300922725,0.0,0.5345224838248488,0,3,1,0,0,1
59,0.5238095238095237,1,5,4,17,0.6841248007644112,4,1,0.36796061380182565,2,2,3,0.8660254037844385,0,0.2524883305773973,4,0.5976143046671968,6,3,0.0,0.0,0.0,0,3,0,1,1,0
60,0.28571428571428564,0,5,4,17,0.09445792361080355,3,3,0.38336578678608824,2,2,4,0.7905694150420948,1,0.9399893060947642,2,0.6546536707079771,4,2,0.0,0.0,0.0,0,4,0,1,0,1
61,0.6428571428571428,0,6,4,17,0.09445792361080355,3,2,0.9440154136818513,2,1,3,0.35355339059327373,0,0.2524883305773973,4,0.1889822365046136,3,3,0.0,0.0,0.0,0,3,0,1,0,1
62,0.5714285714285714,1,6,4,17,0.9999999999999999,3,2,0.9777780066071982,3,2,2,0.35355339059327373,0,0.17163522633173867,4,0.5976143046671968,3,2,0.7559289460184545,0.6831300510639732,0.7559289460184545,0,3,1,0,0,1
63,0.4761904761904761,1,6,4,17,0.56191767550646,3,1,0.2721732816603537,2,2,1,0.5,0,0.33050181128037237,3,0.6813851438692468,3,2,0.4629100498862757,0.2581988897471611,0.37796447300922725,0,3,0,0,1,0
64,0.7380952380952379,0,4,5,18,0.5282868243825946,3,3,0.23883856406627624,3,3,4,0.35355339059327373,0,0.5500947688064077,1,0.5669467095138407,3,4,0.7559289460184545,0.6831300510639732,0.7071067811865476,1,3,1,0,0,1
65,0.8809523809523809,1,5,5,18,0.09445792361080355,1,3,0.13388617214829912,3,2,4,0.7071067811865475,0,0.40595537211747135,3,0.6546536707079771,3,2,0.7071067811865476,0.6831300510639732,0.4629100498862757,1,3,0,1,0,1
66,0.5952380952380951,1,6,4,17,0.6252119378303329,2,2,0.9326430512459569,3,4,1,0.8660254037844385,0,0.9399893060947642,3,0.8864052604279183,3,3,0.2672612419124244,0.2581988897471611,0.0,0,3,1,0,0,1
67,0.21428571428571425,1,3,4,17,0.2818749196127708,1,3,0.22188042760228122,2,3,4,0.35355339059327373,1,0.40595537211747135,2,0.5669467095138407,3,3,0.7559289460184545,0.0,0.7559289460184545,0,3,0,0,0,1
68,0.4047619047619047,1,2,4,17,0.3752997625966106,3,3,0.4872938523442103,3,3,3,0.6123724356957945,0,0.7520313340409188,2,0.7791937224739796,3,4,0.5976143046671969,0.2581988897471611,0.6546536707079771,0,4,0,1,0,1
69,0.23809523809523808,0,4,5,18,0.09445792361080355,4,2,0.7788967774992621,3,2,2,0.35355339059327373,1,0.6864251998151587,1,0.5345224838248488,2,3,0.7071067811865476,0.6831300510639732,0.5976143046671969,0,3,1,0,0,1
70,0.19047619047619052,0,5,4,17,0.2818749196127708,2,3,0.8630998537230359,2,1,3,0.35355339059327373,1,0.2524883305773973,1,0.5345224838248488,2,3,0.7071067811865476,0.2581988897471611,0.7071067811865476,1,3,1,0,1,0
71,0.21428571428571425,1,5,4,17,0.16693803762582812,3,4,0.3524036547173188,3,1,4,0.35355339059327373,0,0.0,3,0.0,6,2,0.0,0.0,0.0,0,3,1,0,0,0
72,0.7857142857142856,0,4,5,11,0.9347469693553657,4,1,0.5852188459773855,3,4,3,0.5,0,0.2524883305773973,3,0.5976143046671968,2,2,0.6546536707079771,0.5163977794943222,0.4629100498862757,0,3,1,0,0,1
73,0.6190476190476188,1,5,4,17,0.22804160025480372,3,4,0.3524036547173188,3,2,2,0.5,0,0.08760781549913044,4,0.5976143046671968,2,2,0.37796447300922725,0.3651483716701107,0.4629100498862757,0,3,0,1,0,1
74,0.16666666666666669,1,5,4,17,0.09445792361080355,1,1,0.5715589437729731,4,1,1,0.9354143466934853,0,0.17163522633173867,3,0.46291004988627565,3,2,0.4629100498862757,0.0,0.2672612419124244,0,3,0,1,0,1
75,0.4047619047619047,0,5,4,12,0.956897313387092,1,3,0.39862353167203346,2,1,1,0.35355339059327373,0,0.0,4,0.46291004988627565,3,2,0.5976143046671969,0.2581988897471611,0.2672612419124244,0,3,0,1,0,1
76,0.42857142857142855,1,6,5,18,0.0,2,2,0.44355278641143725,3,2,4,0.35355339059327373,1,0.2524883305773973,4,0.801783725737273,1,2,1.0,0.5163977794943222,0.8864052604279183,0,3,1,0,0,1
77,0.8333333333333333,0,4,5,18,0.3752997625966106,2,1,0.7416985628936168,2,3,4,0.9354143466934853,1,0.5500947688064077,4,0.5976143046671968,3,3,0.37796447300922725,0.0,0.5345224838248488,0,3,1,0,0,1
78,0.6428571428571428,1,4,5,18,0.4560832005096075,3,4,0.6909696125352665,3,3,1,0.7071067811865475,1,0.08760781549913044,3,0.801783725737273,2,3,0.5345224838248488,0.0,0.37796447300922725,0,3,0,0,0,1
79,0.3333333333333333,0,5,4,17,0.41695744747641084,2,3,0.8981580900232924,4,2,3,0.7905694150420948,0,0.08760781549913044,3,0.5669467095138407,3,2,0.4629100498862757,0.2581988897471611,0.4629100498862757,0,3,1,0,0,1
80,0.4523809523809524,1,4,5,18,0.6841248007644112,4,4,0.5852188459773855,2,2,3,0.7071067811865475,0,0.6191573614805235,4,0.5669467095138407,2,3,0.0,0.0,0.0,0,3,0,0,0,1
81,0.23809523809523808,1,5,2,9,0.41695744747641084,2,2,0.5439201974284205,2,1,4,0.35355339059327373,0,0.17163522633173867,4,0.46291004988627565,6,3,0.2672612419124244,0.0,0.5345224838248488,0,3,0,0,0,1
82,0.09523809523809518,1,6,4,12,0.0,2,4,0.05910908799954595,2,2,4,0.8660254037844385,0,0.8160931452460141,1,0.3779644730092272,2,1,0.37796447300922725,0.3651483716701107,0.37796447300922725,0,3,1,0,0,1
83,0.6190476190476188,1,6,4,17,0.41695744747641084,4,1,0.5299362899328164,4,1,4,0.5,1,0.9399893060947642,3,0.5976143046671968,2,2,0.37796447300922725,0.0,0.37796447300922725,0,3,1,0,0,1
84,0.5714285714285714,1,5,4,12,0.09445792361080355,1,2,0.09703207960741222,3,1,4,0.7905694150420948,1,0.2524883305773973,4,0.5345224838248488,2,3,0.2672612419124244,0.3651483716701107,0.37796447300922725,0,3,0,1,1,0
85,0.42857142857142855,1,6,2,9,0.41695744747641084,3,1,0.7291406783742327,2,1,1,0.0,0,0.7520313340409188,3,0.46291004988627565,3,3,0.5345224838248488,0.0,0.4629100498862757,0,3,1,0,0,1
86,0.16666666666666669,1,2,5,18,0.16693803762582812,1,3,0.9777780066071982,3,2,1,0.35355339059327373,1,0.5500947688064077,4,0.4225771273642583,3,3,0.4629100498862757,0.0,0.4629100498862757,0,3,1,0,0,1
87,0.4047619047619047,0,6,4,17,0.9121664010192149,4,4,0.9553280774400781,3,1,2,0.35355339059327373,1,0.6191573614805235,1,0.5976143046671968,3,2,0.37796447300922725,0.6831300510639732,0.7559289460184545,1,3,0,0,1,0
88,0.3333333333333333,1,6,4,17,0.0,3,4,0.5158391468709258,3,1,4,0.0,0,0.08760781549913044,2,0.3779644730092272,2,3,0.0,0.0,0.37796447300922725,0,3,0,0,0,0
89,0.7380952380952379,0,3,0,5,0.0,3,3,0.11558710999704802,3,1,1,0.5,0,0.40595537211747135,2,0.5,2,3,0.37796447300922725,0.0,0.37796447300922725,0,3,1,0,0,1
90,0.14285714285714285,1,6,4,12,0.22804160025480372,1,1,0.28856279032499277,2,1,4,0.0,0,0.4790856076777603,4,0.46291004988627565,2,2,0.37796447300922725,0.44721359549995787,0.5345224838248488,0,3,1,0,0,0
91,0.3333333333333333,1,6,5,18,0.2818749196127708,2,2,0.32081583534655755,3,2,2,0.35355339059327373,0,0.2524883305773973,4,0.5976143046671968,3,3,0.7559289460184545,0.5773502691896257,0.4629100498862757,0,3,1,0,1,0
92,0.4761904761904761,1,4,5,14,0.4560832005096075,3,2,0.9777780066071982,2,1,2,0.0,0,0.6191573614805235,4,0.32732683535398854,3,3,0.37796447300922725,0.2581988897471611,0.37796447300922725,0,3,1,0,0,1
93,0.3095238095238095,1,6,4,12,0.5282868243825946,4,4,0.32081583534655755,3,1,4,0.6123724356957945,1,0.6191573614805235,2,0.5345224838248488,2,3,0.5345224838248488,0.0,0.37796447300922725,0,3,1,0,0,1
94,0.8333333333333333,1,4,5,18,0.41695744747641084,3,1,0.6780745361407008,3,4,4,0.7905694150420948,0,0.2524883305773973,3,1.0,3,3,0.0,0.3651483716701107,0.37796447300922725,0,3,1,0,0,1
95,0.4523809523809524,0,5,5,14,0.8169762945116953,2,3,0.4137380018282135,3,1,4,0.7905694150420948,0,0.33050181128037237,2,0.5976143046671968,3,3,0.5345224838248488,0.0,0.0,0,3,1,0,1,0
96,0.8333333333333333,0,6,4,17,0.8656074948738618,4,4,0.6650908306622583,3,4,4,0.8660254037844385,0,0.5500947688064077,3,0.5976143046671968,0,3,0.8017837257372732,0.44721359549995787,0.7559289460184545,0,3,0,1,0,1
97,0.5952380952380951,0,6,4,17,0.0,3,4,0.05910908799954595,3,2,4,0.7071067811865475,0,0.17163522633173867,2,0.6546536707079771,2,2,0.37796447300922725,0.3651483716701107,0.37796447300922725,0,3,1,0,1,0
98,0.6904761904761905,0,4,5,18,0.09445792361080355,2,3,0.09703207960741222,3,2,4,0.0,1,0.8160931452460141,1,0.5345224838248488,2,3,0.6546536707079771,0.6831300510639732,0.7071067811865476,0,4,1,0,0,1
99,0.4523809523809524,1,5,5,18,0.7659686901791849,2,1,0.03971647877237916,3,3,2,0.35355339059327373,1,0.17163522633173867,4,0.5976143046671968,2,3,0.0,0.0,0.8017837257372732,0,3,0,1,0,0
100,0.7619047619047619,1,6,4,17,0.09445792361080355,4,1,0.9777780066071982,3,4,1,0.35355339059327373,0,0.0,4,0.5976143046671968,3,3,0.6546536707079771,0.9660917830792958,0.7071067811865476,0,3,0,0,0,0
101,0.49999999999999994,0,6,2,9,0.09445792361080355,3,4,0.22188042760228122,2,2,4,1.0,0,0.0,3,0.6813851438692468,2,3,0.5345224838248488,0.0,0.5345224838248488,0,3,1,0,0,1
102,0.35714285714285715,1,0,2,9,0.16693803762582812,2,4,0.45826049797802226,3,1,2,0.6123724356957945,1,0.0,3,0.5,4,4,0.4629100498862757,0.0,0.4629100498862757,0,3,0,0,0,1
103,0.3333333333333333,1,6,4,17,0.9121664010192149,4,1,0.8512813411164393,3,1,4,0.35355339059327373,1,0.9399893060947642,3,0.1889822365046136,2,1,0.0,0.0,0.2672612419124244,1,3,0,1,0,1
104,0.6190476190476188,1,6,4,17,0.4560832005096075,2,2,0.5158391468709258,3,1,1,0.35355339059327373,1,0.17163522633173867,4,0.5345224838248488,0,3,0.7071067811865476,0.6831300510639732,0.2672612419124244,0,3,1,0,0,1
105,0.9523809523809523,1,6,4,17,0.09445792361080355,1,4,0.45826049797802226,2,1,4,0.5,1,0.2524883305773973,4,0.32732683535398854,3,2,0.0,0.0,0.0,1,3,0,0,1,0
106,0.047619047619047616,0,5,5,14,0.09445792361080355,3,3,0.3366903324977859,2,1,3,0.35355339059327373,0,0.17163522633173867,4,0.2672612419124244,3,2,0.37796447300922725,0.0,0.37796447300922725,1,3,0,1,0,1
107,0.07142857142857145,0,2,0,5,0.739456971342018,1,4,0.5715589437729731,3,1,4,0.35355339059327373,0,0.6191573614805235,1,0.1889822365046136,3,2,0.0,0.0,0.0,1,3,0,1,0,1
108,0.42857142857142855,1,6,0,5,0.6252119378303329,1,3,0.6122316560625924,3,2,4,0.0,1,0.4790856076777603,1,0.7791937224739796,2,2,0.7559289460184545,0.5163977794943222,0.8864052604279183,0,3,1,0,0,1
109,0.6904761904761905,0,6,5,14,0.09445792361080355,4,4,0.5715589437729731,2,1,4,0.35355339059327373,1,0.5500947688064077,1,0.32732683535398854,3,2,0.37796447300922725,0.2581988897471611,0.37796447300922725,0,3,0,1,0,1
110,0.09523809523809518,0,6,4,17,0.16693803762582812,1,2,0.07821002918970033,3,2,3,0.0,1,0.6191573614805235,1,0.3779644730092272,3,4,0.37796447300922725,0.0,0.37796447300922725,1,3,1,0,0,1
111,0.23809523809523808,0,5,4,17,0.4560832005096075,3,3,0.7291406783742327,3,1,3,0.7905694150420948,0,0.5500947688064077,2,0.46291004988627565,2,3,0.37796447300922725,0.3651483716701107,0.37796447300922725,0,3,0,0,0,1
112,0.49999999999999994,1,5,4,12,0.3305439604971997,3,4,0.6388500550349907,3,1,1,0.9354143466934853,1,0.7520313340409188,4,0.5345224838248488,2,1,0.37796447300922725,0.3651483716701107,0.37796447300922725,1,3,1,0,0,1
113,0.21428571428571425,0,6,4,17,0.22804160025480372,3,2,0.7165009809364309,3,1,3,0.35355339059327373,0,0.6191573614805235,3,0.1889822365046136,2,3,0.2672612419124244,0.0,0.0,0,3,0,1,0,1
114,0.380952380952381,1,6,4,17,0.4930892578200099,3,2,0.8033139977203567,3,1,2,0.35355339059327373,0,0.2524883305773973,2,0.1889822365046136,3,3,0.0,0.2581988897471611,0.0,0,3,0,0,0,1
115,0.5714285714285714,0,5,5,18,0.6252119378303329,2,3,0.6122316560625924,2,2,3,0.9354143466934853,0,0.4790856076777603,1,0.5976143046671968,6,3,0.5345224838248488,0.0,0.4629100498862757,0,3,0,1,0,1
116,0.35714285714285715,1,2,4,12,0.0,4,3,1.0,2,1,1,0.6123724356957945,1,0.0,2,0.46291004988627565,1,3,0.37796447300922725,0.0,0.37796447300922725,0,3,0,1,0,1
